age,default,balance,housing,loan,day,duration,campaign,pdays,previous,deposit
0.857142857,0,0.047367552,0,0,0.566666667,0.112451108,0.0625,0,0,1
0.181818182,0,0.199391172,0,0,0.333333333,0.038461538,0,0,0,1
0.467532468,0,0.062496562,0,0,0.966666667,0.048565841,0,0,0,1
0.181818182,0,0.065063909,0,1,0.2,0.201108214,0,0,0,1
0.285714286,1,0.02182245,1,1,0.066666667,0.30410691,0.0625,0,0,1
0.142857143,0,0.044066678,0,0,0.466666667,0.08833116,0.0625,0.22974607,0.345454545,1
0.116883117,0,0.253177092,0,0,0.633333333,0.068122555,0,0.106408706,0.109090909,1
0.558441558,0,0.082540206,1,0,0.3,0.048891786,0.03125,0.112454655,0.090909091,1
0.272727273,0,0.035649447,0,0,0.966666667,0.108865711,0.0625,0.027811366,0.054545455,1
0.584415584,0,0.12279254,0,0,0.033333333,0.073337679,0.03125,0,0,1
0.025974026,0,0.050851809,0,0,0.266666667,0.079856584,0.03125,0,0,1
0.480519481,0,0.035649447,0,0,0.566666667,0.098109518,0.09375,0,0,1
0.168831169,0,0.048541197,1,0,0.233333333,0.304758801,0.03125,0,0,1
0.103896104,0,0.047239185,0,0,0.366666667,0.099087353,0.0625,0.220072551,0.018181818,1
0.142857143,0,0.040564083,0,0,0.5,0.214797914,0,0,0,1
0.38961039,0,0.116612569,1,0,0.233333333,0.333767927,0.0625,0.171704958,0.127272727,1
0.194805195,0,0.04120592,1,0,0.066666667,0.113102999,0,0.365175333,0.090909091,1
0.571428571,0,0.040637436,0,0,0.333333333,0.044980443,0,0.347037485,0.036363636,1
0.090909091,0,0.041756065,0,1,0.466666667,0.341590613,0.03125,0,0,1
0.103896104,0,0.132768517,0,0,0.133333333,0.072033898,0,0.249093108,0.018181818,1
0.103896104,0,0.052172159,1,0,0.833333333,0.246414602,0.03125,0,0,1
0.220779221,0,0.045185307,1,0,0.1,0.146675359,0.0625,0.021765417,0.090909091,1
0.324675325,0,0.059562451,0,0,0.166666667,0.160691004,0.03125,0,0,1
0.090909091,0,0.039665511,0,0,0.1,0.185136897,0,0.117291415,0.018181818,1
0.194805195,0,0.159395573,0,0,0.433333333,0.512059974,0.03125,0,0,1
0.168831169,0,0.036291284,0,0,0.4,0.100065189,0.03125,0.128174123,0.018181818,1
0.051948052,0,0.037556619,0,1,0.566666667,0.163298566,0,0.224909311,0.054545455,1
0.74025974,0,0.09011388,0,0,0.366666667,0.206323338,0,0,0,1
0.220779221,0,0.140617264,1,0,0.966666667,0.2226206,0.28125,0,0,1
0.285714286,0,0.123214318,0,0,0.466666667,0.067470665,0,0,0,1
0.272727273,0,0.03216519,0,1,0.333333333,0.288461538,0.21875,0,0,1
0.480519481,0,0.081054813,1,0,0.133333333,0.186114733,0,0,0,1
0.571428571,0,0.056334929,0,0,0.033333333,0.074315515,0,0.351874244,0.054545455,1
0.454545455,0,0.065430672,0,0,0.966666667,0.089960887,0.0625,0.102781137,0.054545455,1
0.116883117,0,0.039555482,0,0,0.866666667,0.120599739,0,0,0,1
0.181818182,0,0.04881627,1,0,0.466666667,0.028357236,0,0,0,1
0.311688312,0,0.083530469,1,0,0.8,0.09517601,0,0.471584039,0.054545455,1
0.116883117,0,0.036988135,0,0,0.3,0.049217731,0,0,0,1
0.480519481,0,0.065595716,0,0,0.333333333,0.065840939,0,0.23337364,0.036363636,1
0.12987013,0,0.032531954,0,1,0.3,0.232073012,0.03125,0,0,1
0.25974026,0,0.035649447,0,0,0.233333333,0.108539765,0,0.466747279,0.018181818,1
0.12987013,0,0.160055748,0,0,0,0.161016949,0,0.140266022,0.054545455,1
0.064935065,0,0.051310264,1,0,0.9,0.213820078,0.03125,0,0,1
0.155844156,0,0.043424841,0,0,0.5,0.09452412,0.09375,0,0,1
0.194805195,0,0.048834608,1,0,0.266666667,0.143415906,0.03125,0.38331318,0.109090909,1
0.142857143,0,0.095982102,0,0,0.366666667,0.137548892,0,0.061668682,0.054545455,1
0.103896104,0,0.039207057,0,0,0.7,0.130052151,0.03125,0,0,1
0.337662338,0,0.04292971,1,1,0.5,0.038787484,0,0.311970979,0.018181818,1
0.116883117,0,0.067594579,1,0,0.5,0.253911343,0,0,0,1
0.350649351,0,0.042562946,1,0,0.6,0.269556714,0.0625,0,0,1
0.246753247,0,0.033705599,1,1,0.366666667,0.222294654,0,0,0,1
0.493506494,0,0.051603675,0,0,0.5,0.081160365,0,0,0,1
0.116883117,0,0.041994462,0,0,0.333333333,0.066492829,0,0,0,1
0.090909091,0,0.058443821,0,1,0.3,0.434485007,0.1875,0,0,1
0.402597403,0,0.073041023,1,0,0.166666667,0.144393742,0,0.205562273,0.036363636,1
0.350649351,0,0.035649447,0,0,0.666666667,0.088005215,0.0625,0,0,1
0.207792208,0,0.057783646,1,0,0.666666667,0.292372881,0,0,0,1
0.350649351,0,0.039408777,0,0,0.1,0.056062581,0,0.112454655,0.054545455,1
0.25974026,0,0.06961178,1,0,0.4,0.194915254,0,0,0,1
0.519480519,0,0.097980965,0,0,0.833333333,0.348761408,0,0.118500605,0.127272727,1
0.168831169,0,0.041279272,0,0,0.233333333,0.11505867,0,0.278113664,0.036363636,1
0.155844156,0,0.031743412,1,1,0.866666667,0.242177314,0,0,0,1
0.142857143,0,0.043663237,0,0,0.133333333,0.16166884,0,0.112454655,0.018181818,1
0.753246753,0,0.0966056,0,0,0.4,0.037157757,0,0.112454655,0.054545455,1
0.194805195,0,0.061542976,1,0,0.6,0.153846154,0,0,0,1
0.168831169,0,0.043846619,0,0,0.6,0.069100391,0.0625,0,0,1
0.298701299,0,0.054354404,1,0,0.6,0.284876141,0,0,0,1
0.311688312,0,0.059287378,0,0,0.466666667,0.078878748,0.09375,0.503022975,0.036363636,1
0.779220779,0,0.040050613,0,0,0.633333333,0.103324641,0,0,0,1
0.467532468,0,0.035649447,0,0,0.4,0.198826597,0,0,0,1
0.142857143,0,0.053675891,1,0,0.333333333,0.311277705,0.03125,0,0,1
0.623376623,0,0.058205424,0,0,0.5,0.091264668,0.15625,0.220072551,0.054545455,1
0.467532468,0,0.044580147,1,0,0.666666667,0.267275098,0.09375,0,0,1
0.454545455,0,0.054060993,0,0,0.4,0.125488918,0,0.102781137,0.018181818,1
0.311688312,0,0.03003796,1,0,0.533333333,0.097783572,0,0.556227328,0.018181818,1
0.441558442,0,0.077258807,0,0,0.633333333,0.39178618,0,0,0,1
0.142857143,0,0.060901139,0,0,0.233333333,0.17601043,0.03125,0,0,1
0.116883117,0,0.050356678,0,0,0.7,0.18285528,0,0,0,1
0.649350649,0,0.044378427,0,0,0.9,0.115710561,0,0,0,1
0.155844156,0,0.054501109,0,0,0.1,0.41916558,0.03125,0,0,1
0.519480519,0,0.075168253,0,1,0.333333333,0.078226858,0.03125,0.221281741,0.127272727,1
0.506493506,0,0.154260879,1,0,0.1,0.235332464,0,0.191051995,0.072727273,1
0.142857143,0,0.040527406,1,0,0.166666667,0.173402868,0,0,0,1
0.571428571,0,0.063670206,0,0,0.466666667,0.0410691,0.03125,0.223700121,0.018181818,1
0.363636364,0,0.036034549,0,0,0.966666667,0.181877445,0.03125,0,0,1
0.181818182,0,0.072234142,1,0,0.633333333,0.036831812,0,0,0,1
0.688311688,0,0.08859181,0,0,0.966666667,0.039113429,0,0,0,1
0.220779221,0,0.037978398,1,0,0.433333333,0.050195567,0,0,0,1
0.181818182,0,0.056518311,0,0,0.1,0.06714472,0.0625,0.101571947,0.054545455,1
0.714285714,0,0.044965249,0,0,0.266666667,0.054758801,0,0,0,1
0.350649351,0,0.050393354,1,0,0.5,0.169491525,0,0,0,1
0.207792208,0,0.036181255,1,0,0.466666667,0.090286832,0.125,0,0,1
0.805194805,0,0.038491867,0,0,0.366666667,0.091916558,0,0.113663845,0.036363636,1
0.233766234,0,0.090425629,1,0,0.366666667,0.097457627,0,0,0,1
0.272727273,1,0.032495278,1,0,0.466666667,0.180573664,0.03125,0,0,1
0.194805195,0,0.035649447,1,0,0.533333333,0.469361147,0.1875,0,0,1
0.350649351,0,0.042251197,0,0,0.066666667,0.067470665,0,0,0,1
0.116883117,0,0.043003062,0,0,0.166666667,0.068448501,0.0625,0.113663845,0.036363636,1
0.363636364,0,0.073921256,0,0,0.633333333,0.247718383,0.0625,0,0,1
0.142857143,0,0.208156828,0,0,0.1,0.084419817,0.15625,0,0,1
0.12987013,0,0.036768077,1,0,0.1,0.071056063,0.03125,0.38694075,0.018181818,1
0.441558442,0,0.035649447,1,0,0.266666667,0.481747066,0,0,0,1
0.363636364,0,0.053510847,0,0,0.533333333,0.055410691,0,0,0,1
0.038961039,0,0.077185454,0,0,0.533333333,0.0273794,0.03125,0,0,1
0.142857143,0,0.036071226,1,0,0.033333333,0.050521512,0,0.067714631,0.036363636,1
0.701298701,0,0.035649447,0,0,0.4,0.029661017,0,0,0,1
0.675324675,0,0.155544553,0,0,0.266666667,0.125814863,0,0,0,1
0.155844156,0,0.104949478,0,0,0.4,0.353650587,0,0,0,1
0.168831169,0,0.093598137,1,0,0.833333333,0.221642764,0.03125,0,0,1
0.168831169,0,0.03896866,0,0,0.966666667,0.103324641,0,0,0,1
0.597402597,0,0.044195045,1,0,0.566666667,0.168839635,0,0,0,1
0.142857143,0,0.035282683,0,1,0.666666667,0.184485007,0,0,0,1
0.74025974,0,0.127047001,0,0,0.9,0.163298566,0,0,0,1
0.246753247,0,0.116997671,0,0,0.4,0.273142112,0.125,0,0,1
0.324675325,0,0.07905595,0,0,0,0.034550196,0,0.047158404,0.036363636,1
0.545454545,0,0.082540206,1,0,0.033333333,0.132659713,0,0,0,1
0.519480519,0,0.058700556,0,0,0.133333333,0.498044329,0,0,0,1
0.363636364,0,0.064990556,1,1,0.333333333,0.402868318,0,0,0,1
0.831168831,0,0.040105628,0,0,0.833333333,0.087027379,0,0.218863362,0.036363636,1
0.441558442,0,0.041022538,0,0,0.333333333,0.227509778,0,0,0,1
0.454545455,0,0.036621371,1,0,0.566666667,0.123533246,0,0,0,1
0.38961039,0,0.056683354,0,0,0.133333333,0.124185137,0,0.07859734,0.036363636,1
0.402597403,0,0.0688049,1,0,0,0.064211213,0,0.116082225,0.018181818,1
0.545454545,0,0.034347435,1,1,0.966666667,0.470338983,0,0,0,1
0.142857143,0,0.070950469,0,0,0.666666667,0.046284224,0.0625,0.181378476,0.090909091,1
0.220779221,0,0.053877611,1,0,0.733333333,0.437092568,0.21875,0,0,1
0.688311688,0,0.067356183,0,0,0.533333333,0.146023468,0.03125,0,0,1
0.142857143,0,0.039243733,0,0,0.966666667,0.234028683,0.03125,0,0,1
0.220779221,0,0.042122829,0,0,0.366666667,0.187092568,0,0,0,1
0.493506494,0,0.066696008,0,0,0.833333333,0.074967405,0.09375,0.5356711,0.072727273,1
0.454545455,0,0.200711522,0,0,0.133333333,0.052803129,0,0,0,1
0.467532468,0,0.029872916,0,1,0.3,0.658735332,0,0,0,1
0.493506494,0,0.071353909,0,0,0.966666667,0.033246415,0,0,0,1
0.324675325,0,0.066751022,1,0,0.833333333,0.081160365,0,0.574365175,0.054545455,1
0.25974026,0,0.043223121,0,0,0.4,0.075619296,0,0.217654172,0.036363636,1
0.155844156,0,0.041242596,0,0,0.1,0.071382008,0.03125,0,0,1
0.181818182,0,0.064018632,0,0,0.833333333,0.091590613,0,0.974607013,0.072727273,1
0.532467532,0,0.213089802,0,0,0.866666667,0.073663625,0.03125,0,0,1
0.272727273,0,0.039427115,0,0,0.633333333,0.045632334,0.03125,0.237001209,0.036363636,1
0.116883117,0,0.038198456,0,0,0.466666667,0.143415906,0.125,0,0,1
0.532467532,0,0.0545928,0,0,0.333333333,0.388200782,0,0,0,1
0.220779221,0,0.041719389,0,0,0.433333333,0.27672751,0.03125,0,0,1
0.142857143,0,0.225119657,0,0,0.033333333,0.012385919,0.0625,0,0,1
0.493506494,0,0.038326823,1,0,0.133333333,0.133963494,0.0625,0,0,1
0.064935065,0,0.0357228,1,0,0.233333333,0.246088657,0,0,0,1
0.207792208,0,0.055546386,0,0,0.333333333,0.030312907,0.1875,0,0,1
0.38961039,0,0.047074141,1,0,0.033333333,0.461864407,0.03125,0,0,1
0.506493506,0,0.049109681,0,0,0.166666667,0.43970013,0.09375,0,0,1
0.181818182,0,0.051677028,0,0,0.366666667,0.415254237,0.15625,0,0,1
0.623376623,0,0.058205424,0,0,0.533333333,0.234028683,0.0625,0,0,1
0.116883117,0,0.047440905,0,0,0.4,0.10071708,0,0,0,1
0.207792208,0,0.062258165,1,0,0.966666667,0.354954368,0.4375,0,0,1
0.376623377,0,0.103775834,0,0,0.366666667,0.053129074,0.03125,0.221281741,0.072727273,1
0.116883117,0,0.088004988,0,0,0.8,0.075619296,0,0.365175333,0.054545455,1
0.545454545,0,0.042287873,0,1,0.933333333,0.263363755,0.15625,0,0,1
0.246753247,0,0.038510205,0,0,0.6,0.116688396,0.0625,0,0,1
0.220779221,0,0.060956153,0,0,0.733333333,0.04791395,0,0,0,1
0.376623377,0,0.041370963,0,0,0.933333333,0.285528031,0,0,0,1
0.454545455,0,0.040270672,0,0,1,0.234354628,0.09375,0,0,1
0.181818182,0,0.068309769,0,0,0.233333333,0.10202086,0,0,0,1
0.103896104,0,0.220608461,0,0,0.666666667,0.033246415,0.03125,0,0,1
0.194805195,0,0.036456328,0,1,0.733333333,0.169817471,0,0,0,1
0.545454545,0,0.069630119,0,0,0.3,0.073663625,0,0.222490931,0.018181818,1
0.220779221,0,0.036786415,1,0,0.633333333,0.066818774,0.0625,0,0,1
0.181818182,0,0.042948048,1,0,0.4,0.230769231,0,0,0,1
0.272727273,0,0.046707377,0,1,0.466666667,0.06714472,0,0,0,1
0.350649351,0,0.127725514,0,0,0.433333333,0.073337679,0,0,0,1
0.298701299,0,0.039610497,0,0,0.133333333,0.185462842,0.0625,0,0,1
0.233766234,0,0.020777173,1,0,0.366666667,0.116362451,0.03125,0,0,1
0.428571429,0,0.037483266,0,0,0.033333333,0.149608866,0.03125,0,0,1
0.155844156,0,0.051475308,1,0,0.5,0.386245111,0.125,0,0,1
0.298701299,0,0.035649447,0,0,0.966666667,0.163298566,0.03125,0,0,1
0.233766234,0,0.057361868,1,0,0.166666667,0.343872229,0,0,0,1
0.545454545,0,0.132236709,0,0,0.1,0.166883963,0,0,0,1
0.207792208,0,0.035649447,0,0,0.9,0.04791395,0.03125,0,0,1
0.155844156,0,0.053125745,1,0,0.033333333,0.240873533,0.03125,0,0,1
0.831168831,0,0.040710788,0,0,0.533333333,0.062255541,0,0,0,1
0.38961039,0,0.040564083,1,0,0.9,0.146675359,0.1875,0,0,1
0.61038961,0,0.41719389,0,0,0.233333333,0.167861799,0.03125,0,0,1
0.298701299,0,0.146522162,1,1,0.433333333,0.057692308,0.03125,0,0,1
0.545454545,0,0.035741138,0,0,0.933333333,0.171121252,0,0.112454655,0.018181818,1
0.402597403,0,0.042269535,1,0,0.5,0.164602347,0.03125,0,0,1
0.272727273,0,0.041572683,0,0,0.266666667,0.282268579,0.03125,0.22853688,0.109090909,1
0.337662338,0,0.057581926,0,0,0.633333333,0.177314211,0.125,0,0,1
0.324675325,0,0.039023675,0,1,0.5,0.329530639,0.3125,0,0,1
0.246753247,0,0.094716767,0,0,0.466666667,0.120925684,0.03125,0.455864571,0.236363636,1
0.506493506,0,0.229722543,0,0,0.7,0.093546284,0.0625,0,0,1
0.155844156,0,0.037519943,1,0,0.566666667,0.116036506,0.0625,0,0,1
0.233766234,0,0.037134841,0,1,0.7,0.179921773,0,0,0,1
0.337662338,0,0.037263208,1,0,0.033333333,0.087027379,0,0,0,1
0.207792208,0,0.03856522,1,0,0.566666667,0.079530639,0,0,0,1
0.038961039,0,0.187453008,0,0,0.933333333,0.14243807,0,0,0,1
0.155844156,0,0.038546882,0,0,0.166666667,0.044328553,0,0,0,1
0.480519481,0,0.035649447,0,0,0.1,0.359191656,0,0,0,1
0.194805195,0,0.063413471,0,0,0.3,0.143089961,0,0.881499395,0.036363636,1
0.311688312,0,0.035649447,1,1,0.133333333,0.180573664,0.03125,0,0,1
0.142857143,0,0.041260934,1,0,0.566666667,0.249674055,0.09375,0,0,1
0.220779221,0,0.05642662,1,0,0.066666667,0.030638853,0,0,0,1
0.142857143,0,0.036933121,0,0,0.8,0.125488918,0,0,0,1
0.454545455,0,0.222423942,0,0,0.733333333,0.034876141,0,0,0,1
0.337662338,0,0.063780235,0,0,0.2,0.051499348,0,0.120918984,0.036363636,1
0.051948052,0,0.037556619,0,1,0.5,0.104954368,0.0625,0,0,1
0.519480519,0,0.048247786,1,0,0.2,0.069426336,0,0.120918984,0.036363636,1
0.194805195,0,0.059085658,0,0,0.166666667,0.2089309,0,0,0,1
0.155844156,0,0.035649447,1,1,0.866666667,0.339960887,0,0,0,1
0.25974026,0,0.042709651,1,0,0.9,0.047588005,0,0,0,1
0.324675325,0,0.074984871,0,0,0.8,0.092242503,0.03125,0.116082225,0.072727273,1
0.25974026,0,0.038931984,0,0,0.233333333,0.10071708,0.09375,0,0,1
0.272727273,0,0.071739011,0,0,0.666666667,0.208604954,0,0,0,1
0.480519481,0,0.038198456,0,0,0.966666667,0.075945241,0,0,0,1
0.116883117,0,0.086647962,1,0,0.766666667,0.052151239,0,0.471584039,0.018181818,1
0.194805195,0,0.057856999,0,0,0.2,0.146023468,0,0,0,1
0.155844156,0,0.032752013,1,0,0.366666667,0.136245111,0,0.448609432,0.036363636,1
0.12987013,0,0.047440905,0,0,0.066666667,0.097783572,0.03125,0,0,1
0.441558442,0,0.099264638,1,0,0.633333333,0.210234681,0,0,0,1
0.220779221,0,0.036309622,0,1,0.5,0.537157757,0.125,0,0,1
0.142857143,0,0.174744641,0,0,0.066666667,0.044654498,0.03125,0.240628779,0.018181818,1
0.12987013,0,0.050044929,1,0,0.233333333,0.141460235,0.03125,0,0,1
0.337662338,0,0.043406503,0,0,0.366666667,0.75684485,0.125,0,0,1
0.12987013,0,0.037116503,0,0,0.633333333,0.217731421,0.03125,0.177750907,0.036363636,1
0.844155844,0,0.071683996,0,0,0.4,0.324315515,0.0625,0,0,1
0.636363636,0,0.043773267,0,0,0.566666667,0.141134289,0,0,0,1
0.597402597,0,0.108103647,0,0,0.9,0.0410691,0,0.111245466,0.018181818,1
0.246753247,0,0.13385047,0,0,0.533333333,0.14928292,0.09375,0,0,1
0.168831169,0,0.06972181,0,0,0.366666667,0.145045632,0.0625,0,0,1
0.207792208,0,0.048046066,0,0,0.333333333,0.155801825,0,0,0,1
0.25974026,0,0.082283472,0,0,0.3,0.070078227,0,0.501813785,0.072727273,1
0.12987013,0,0.085822743,0,0,0.233333333,0.227183833,0,0,0,1
0.428571429,0,0.05206213,0,0,0.733333333,0.205345502,0.03125,0,0,1
0.142857143,0,0.040417377,1,0,0.033333333,0.227835724,0.40625,0,0,1
0.12987013,0,0.042104491,1,1,0.566666667,0.137874837,0,0,0,1
0.064935065,0,0.035649447,0,0,0.3,0.066818774,0,0,0,1
0.064935065,0,0.040839156,1,0,0.7,0.054432855,0,0.223700121,0.036363636,1
0.194805195,0,0.03805175,1,0,0.366666667,0.065514993,0.0625,0.517533253,0.036363636,1
0.558441558,0,0.035649447,0,0,0.5,0.041720991,0.03125,0,0,1
0.233766234,0,0.035649447,1,0,0.233333333,0.097783572,0.0625,0,0,1
0.38961039,0,0.094863472,0,0,0.5,0.352346806,0,0,0,1
0.363636364,0,0.098622802,0,1,0.233333333,0.045632334,0.03125,0.123337364,0.018181818,1
0.103896104,0,0.064898865,0,0,0.466666667,0.04791395,0,0.128174123,0.018181818,1
0.181818182,0,0.039720526,0,1,0.466666667,0.264667536,0.09375,0,0,1
0.194805195,0,0.042801342,1,0,0.266666667,0.214146023,0.03125,0,0,1
0.428571429,0,0.045515395,0,0,0.566666667,0.363102999,0.09375,0,0,1
0.441558442,0,0.035649447,1,0,0.2,0.066166884,0,0.356711004,0.018181818,1
0.493506494,0,0.185344116,0,0,0.433333333,0.39863103,0.09375,0,0,1
0.558441558,0,0.145972016,0,0,0.033333333,0.21577575,0.0625,0,0,1
0.428571429,0,0.050778456,0,0,0.533333333,0.315840939,0.0625,0,0,1
0.064935065,0,0.082045075,0,0,0.366666667,0.131355932,0,0,0,1
0.402597403,0,0.223615925,1,0,0.766666667,0.029009126,0,0,0,1
0.285714286,0,0.09711907,1,0,0.6,0.205671447,0.03125,0.033857316,0.018181818,1
0.25974026,0,0.05763694,0,0,0.1,0.055410691,0,0.00241838,0.018181818,1
0.194805195,0,0.046945774,0,0,0.166666667,0.078878748,0.0625,0,0,1
0.220779221,0,0.035062625,0,1,0.266666667,0.017926988,0.09375,0.221281741,0.090909091,1
0.285714286,0,0.070638719,1,0,0.133333333,0.538787484,0.03125,0,0,1
0.363636364,0,0.070858778,0,0,0.7,0.194263364,0.15625,0,0,1
0.155844156,0,0.0661642,1,0,0.633333333,0.654498044,0,0,0,1
0.376623377,0,0.046707377,1,1,0.233333333,0.349413299,0,0,0,1
0.272727273,0,0.052190497,1,0,0.3,0.2226206,0.03125,0.218863362,0.090909091,1
0.545454545,0,0.043058077,0,0,0.133333333,0.097783572,0.03125,0.238210399,0.036363636,1
0.545454545,0,0.041425978,0,0,0,0.271186441,0,0.222490931,0.054545455,1
0.87012987,0,0.17525811,0,0,0.566666667,0.113102999,0.0625,0,0,1
0.142857143,0,0.046468981,0,0,0.866666667,0.023794003,0,0.114873035,0.018181818,1
0.285714286,0,0.225376391,0,0,0.466666667,0.157431551,0.03125,0.251511487,0.018181818,1
0.285714286,0,0.059360731,0,0,0.5,0.552151239,0.0625,0.128174123,0.036363636,1
0.363636364,0,0.206708111,1,0,0.133333333,0.233702738,0.0625,0,0,1
0.142857143,0,0.035649447,1,0,0.166666667,0.214797914,0.03125,0,0,1
0.168831169,0,0.035997873,1,0,0.566666667,0.642112125,0,0,0,1
0.337662338,0,0.049494783,0,1,1,0.267601043,0.09375,0,0,1
0.74025974,0,0.104802773,0,0,0.5,0.058018253,0,0.222490931,0.018181818,1
0.25974026,0,0.05206213,1,0,0.366666667,0.496414602,0,0,0,1
0.441558442,0,0.05815041,0,0,0.7,0.363428944,0.09375,0,0,1
0.428571429,0,0.167317673,1,0,0.433333333,0.299543677,0,0,0,1
0.779220779,0,0.123801141,0,0,0.7,0.32398957,0.09375,0,0,1
0.207792208,0,0.037098164,1,0,0.133333333,0.063559322,0,0.112454655,0.090909091,1
0.311688312,0,0.050448369,1,0,0.6,0.341916558,0,0,0,1
0.415584416,0,0.043241459,1,0,0.066666667,0.227835724,0,0.366384522,0.054545455,1
0.233766234,0,0.040674112,1,0,0.5,0.220990874,0.3125,0,0,1
0.545454545,0,0.273679192,0,0,0.133333333,0.034876141,0,0,0,1
0.116883117,0,0.052025453,0,0,0.5,0.047588005,0.03125,0,0,1
0.38961039,0,0.03856522,0,0,0.2,0.072033898,0,0.30471584,0.109090909,1
0.116883117,0,0.093323064,0,0,0.8,0.119295958,0,0.217654172,0.036363636,1
0.337662338,0,0.041040876,0,0,0.5,0.051173403,0.0625,0,0,1
0.415584416,0,0.101813647,1,0,0.433333333,0.061277705,0.21875,0.221281741,0.072727273,1
0.298701299,0,0.092919624,1,0,0.066666667,0.389504563,0.03125,0.164449819,0.036363636,1
0.298701299,0,0.036878106,1,0,0.6,0.262711864,0,0,0,1
0.077922078,0,0.054537786,0,0,0.1,0.126466754,0.03125,0,0,1
0.220779221,0,0.035649447,1,0,0.266666667,0.168187744,0,0.117291415,0.090909091,1
0.181818182,0,0.082155104,1,0,0.833333333,0.309647979,0.15625,0,0,1
0.142857143,0,0.044488456,0,1,0.3,0.354954368,0.0625,0,0,1
0.103896104,0,0.052905687,0,0,0.933333333,0.377118644,0,0,0,1
0.350649351,0,0.050063267,0,0,0.3,0.024771838,0.0625,0,0,1
0.246753247,0,0.090425629,1,0,0.466666667,0.027705346,0,0.111245466,0.163636364,1
0.480519481,0,0.063230089,1,1,0.533333333,0.245436767,0,0,0,1
0.311688312,0,0.046212246,0,0,0.066666667,0.143089961,0.03125,0.117291415,0.018181818,1
0.12987013,0,0.064605454,0,0,0.4,0.050521512,0,0.111245466,0.054545455,1
0.116883117,0,0.14633878,0,0,1,0.054432855,0,0.220072551,0.018181818,1
0.376623377,0,0.066696008,1,0,0.7,0.195567145,0.03125,0.112454655,0.072727273,1
0.220779221,0,0.173295923,1,0,0.966666667,0.078226858,0,0,0,1
0.272727273,0,0.046303937,1,0,0.866666667,0.073337679,0,0.327690447,0.018181818,1
0.194805195,0,0.175166419,0,0,0.966666667,0.074967405,0.09375,0,0,1
0.077922078,0,0.185380793,0,0,0.466666667,0.06779661,0,0,0,1
0.25974026,0,0.082283472,0,0,0.333333333,0.113754889,0.0625,0.113663845,0.090909091,1
0.311688312,0,0.059287378,0,0,0.466666667,0.380704042,0.0625,0.112454655,0.109090909,1
0.181818182,0,0.032018485,1,0,0.666666667,0.219361147,0.0625,0,0,1
0.090909091,0,0.04120592,0,0,0.566666667,0.079530639,0,0.112454655,0.018181818,1
0.519480519,0,0.075168253,0,1,0.3,0.041395046,0.03125,0.112454655,0.090909091,1
0.168831169,0,0.266142194,0,0,0.266666667,0.109517601,0,0.357920193,0.018181818,1
0.324675325,0,0.295024848,1,0,0.666666667,0.16166884,0,0,0,1
0.467532468,0,0.222423942,0,0,0.366666667,0.079204694,0,0.226118501,0.054545455,1
0.220779221,0,0.095890411,0,0,0.666666667,0.504237288,0.03125,0,0,1
0.532467532,0,0.16196292,0,0,0.633333333,0.33148631,0.03125,0,0,1
0.246753247,0,0.047202509,0,0,0.966666667,0.100065189,0,0.106408706,0.018181818,1
0.376623377,0,0.088683501,0,0,0.533333333,0.178617992,0,0,0,1
